Nombre,Editorial,Año,Suma de Ventas Millones
Gal Gun,Alchemist,2012,0.02
Gal Gun: Double Peace,PQube,2015,0.03
Gal*Gun,Alchemist,2011,0.04
Galactic Attack,Acclaim Entertainment,1994,0.25
Galactic Taz Ball,Warner Bros. Interactive Entertainment,2010,0.09999999999999999
Galactic Wrestling: Featuring Ultimate Muscle,Namco Bandai Games,2004,0.23
Galaga: Destination Earth,Hasbro Interactive,2000,0.24
Galaxian,Atari,1982,0.78
Galaxy Angel II: Eigou Kaiki no Koku,Broccoli,2009,0.02
Galaxy Angel II: Mugen Kairou no Kagi,Broccoli,2007,0.03
Galaxy Angel II: Zettairyouiki no Tobira,Broccoli,2006,0.03
Galaxy Fight,Sunsoft,1994,0.04
Galaxy Racers,Ubisoft,2010,0.04
Gale Racer,Sega,1994,0.07
Galerians,Crave Entertainment,1999,0.15
Galerians: Ash,Sammy Corporation,2002,0.07
Galidor: Defenders of the Outer Dimension,Electronic Arts,2002,0.12
Galileo,D3Publisher,2008,0.03
Galleon: Islands of Mystery,SCi,2004,0.03
Gallop & Ride!,THQ,2008,0.15000000000000002
Gallop Racer,Tecmo Koei,1999,0.19
Gallop Racer (JP),Tecmo Koei,1996,0.25
Gallop Racer 2: One and Only Road to Victory,Tecmo Koei,1997,0.27
Gallop Racer 2000,Tecmo Koei,2000,0.12
Gallop Racer 2001,Tecmo Koei,2001,0.16
Gallop Racer 2003: A New Breed,Zoo Digital Publishing,2002,0.2
Gallop Racer 2004,Zoo Digital Publishing,2004,0.06
Gallop Racer 2006,Tecmo Koei,2005,0.11
Gallop Racer Inbreed,Tecmo Koei,2006,0.02
Gambler Densetsu Tetsuya,Athena,2001,0.07
Game & Wario,Nintendo,2013,0.24
Game & Watch Gallery,Nintendo,1997,1
Game & Watch Gallery 2,Nintendo,1997,1.2200000000000002
Game & Watch Gallery 3,Nintendo,1999,1.2200000000000002
Game & Watch Gallery 4,Nintendo,2002,0.6
Game Book DS: Sword World 2.0,Broccoli,2009,0.01
Game Center CX: 3-Choume no Arino,Namco Bandai Games,2014,0.06
Game Center CX: Arino no Chousenjou 2,Namco Bandai Games,2009,0.07
Game de Hakken!! Tamagotchi 2,Namco Bandai Games,1997,1.45
Game Hits!,Foreign Media Games,2010,0.09000000000000001
Game no Kanzume Vol 1,Sega,1994,0.04
Game no Kanzume Vol 2,Sega,1994,0.05
Game of Thrones,Focus Home Interactive,2012,0.5800000000000001
Game of Thrones (Telltale),Telltale Games,2015,0.17
Game Party,Midway Games,2007,2.52
Game Party 2,Midway Games,2008,1.9100000000000001
Game Party 3,Warner Bros. Interactive Entertainment,2009,1.71
Game Party in Motion,Warner Bros. Interactive Entertainment,2010,0.59
Game Party: Champions,Warner Bros. Interactive Entertainment,2012,0.13
Gameboy Gallery,Nintendo,1995,0.3
GameBoy Wars,Nintendo,1991,0.18
Games Around the World,Zoo Games,2010,0.01
Games Explosion!,THQ,2006,0.01
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,Konami Digital Entertainment,1993,0.31
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Konami Digital Entertainment,1994,0.36
Ganbare Goemon! Karakuri Douchuu,Konami Digital Entertainment,1986,1.2
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,Konami Digital Entertainment,1995,0.31
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Konami Digital Entertainment,2005,0.03
Ganbaru Watashi no Kakei Diary,Nintendo,2007,0.61
Gangs of London,Sony Computer Entertainment,2006,0.96
Gardening Guide: How to get Green Fingers,Mindscape,2009,0.01
Gardening Mama,505 Games,2009,1.37
Garfield Gets Real,Zushi Games,2009,0.02
Garfield: A Tale of Two Kitties,Game Factory,2006,0.03
Garfield: Lasagna World Tour,Blast! Entertainment Ltd,2007,0.16
Garfield: The Search for Pooky,Game Factory,2003,0.04
Garfield's Fun Fest,Zoo Digital Publishing,2008,0.12000000000000001
Garfield's Nightmare,Game Factory,2007,0.01
Garou Densetsu 3: Road to the Final Victory,SNK,1996,0.05
Gauntlet,Answer Software,1982,0.5
Gauntlet / Rampart,Zoo Digital Publishing,2005,0.03
Gauntlet Legends,Midway Games,1999,0.54
Gauntlet Legends,Midway Games,2000,0.47
Gauntlet: Dark Legacy,Midway Games,2001,1.15
Gauntlet: Dark Legacy,Midway Games,2002,0.36
Gauntlet: Seven Sorrows,Midway Games,2005,0.5900000000000001
Gears of War,Microsoft Game Studios,2006,6.109999999999999
Gears of War,Microsoft Game Studios,2007,0.01
Gears of War 2,Microsoft Game Studios,2008,6.7700000000000005
Gears of War 3,Microsoft Game Studios,2011,6.23
Gears of War: Judgment,Microsoft Game Studios,2013,1.61
Gears of War: Ultimate Edition,Microsoft Game Studios,2015,3.01
Gegege no Kitarou 2: Youkai Gundan no Chousen,Namco Bandai Games,1987,1.25
Gegege no Kitarou: Youkai Daigekisen,Namco Bandai Games,2008,0.06
Geist,Nintendo,2005,0.14
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,Fields,2012,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Unknown,2011,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Unknown,2011,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Unknown,2010,0.03
Gekido,Infogrames,1999,0.11
Gekido Advance: Kintaro's Revenge,Zoo Digital Publishing,2002,0.03
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,Namco Bandai Games,2010,0.21
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Namco Bandai Games,2011,0.22
Gekijouban Madoka Magicka: The Battle Pentagram,Namco Bandai Games,2013,0.08
Gekikuukan Pro Yakyuu: At the End of the Century 1999,SquareSoft,2000,0.54
Gekka Ryouran Romance,Idea Factory,2011,0.02
Gem Quest: 4 Elements,Mastertronic,2011,0.11000000000000001
Gem Smashers,Crave Entertainment,2011,0.09
Generation of Chaos,Midas Interactive Entertainment,2005,0.05
Generator Rex: Agent of Providence,Activision,2011,0.39
Genji: Dawn of the Samurai,Sony Computer Entertainment,2005,0.22999999999999998
Genji: Days of the Blade,Sony Computer Entertainment,2006,0.76
Genkai Tokki Monster Monpiece,Idea Factory,2013,0.06
Genkai Tokki: Moero Crystal,Compile Heart,2015,0.06
Genkai Tokki: Seven Pirates,Compile Heart,2016,0.02
Genkai Totsuki Moero Chronicle,Compile Heart,2014,0.08
Genma Onimusha,Capcom,2002,0.24000000000000005
Genroh,Idea Factory,2012,0.02
Gensou Suikoden I & II,Konami Digital Entertainment,2006,0.03
Geometry Wars: Galaxies,Vivendi Games,2007,0.26
Geon Cube,P2 Games,2009,0.02
George of the Jungle and the Search for the Secret,Ignition Entertainment,2008,0.07
Germany's Next Topmodel 2011,7G//AMES,2011,0.03
Get Fit with Mel B,Black Bean Games,2010,0.48
Get On Da Mic,Eidos Interactive,2004,0.15000000000000002
Get Up and Dance,O-Games,2011,0.15
Geten no Hana,Tecmo Koei,2013,0.02
Geten no Hana: Yume Akari,Tecmo Koei,2014,0.01
Getsuei Gakuen: kou,Arc System Works,2013,0.01
Gex,Crystal Dynamics,1995,0.88
Gex 3: Deep Cover Gecko,Crave Entertainment,1999,0.21000000000000002
Gex 3: Deep Cover Gecko,Eidos Interactive,1999,0.53
Gex 64: Enter the Gecko,GT Interactive,1998,0.25
Gex: Enter the Gecko,BMG Interactive Entertainment,1998,0.5800000000000001
G-Force,Disney Interactive Studios,2009,1.66
G-Force,Electronic Arts,2009,0.36
Ghost in the Shell,Sony Computer Entertainment,1997,0.11
Ghost in the Shell: Stand Alone Complex,Atari,2005,0.06999999999999999
Ghost in the Shell: Stand Alone Complex,Namco Bandai Games,2004,0.16
Ghost Pirates of Vooju Island,DTP Entertainment,2009,0.02
Ghost Rider,Take-Two Interactive,2007,0.24
Ghost Squad,Sega,2007,0.78
Ghost Trick: Phantom Detective,Capcom,2010,0.43
Ghostbusters,Activision,1985,0.44999999999999996
Ghostbusters (2016),Activision,2016,0.05
Ghostbusters: The Video Game,Atari,2009,2.5600000000000005
Ghostbusters: The Video Game,Sony Computer Entertainment,2009,0.8600000000000001
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2009,2.58
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2010,2.17
Ghosthunter,Sony Computer Entertainment,2003,0.08
Ghosts 'n Goblins,Capcom,1986,1.6400000000000001
Giants: Citizen Kabuto,Interplay,2001,0.06
Gift: Prism,Sweets,2006,0.02
Ginga Fukei Densetsu: Sapphire,Hudson Soft,1995,0.02
Ginga Tetsudou 999 DS,Culture Brain,2010,0.02
Gintama DS: Yorozuya Daisoudou,Namco Bandai Games,2006,0.07
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,Banpresto,2007,0.08
Gintama no Sugoroku,Namco Bandai Games,2013,0.06
Gintama: Banji Oku Chuubu!,Namco Bandai Games,2007,0.03
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,Namco Bandai Games,2007,0.08
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Namco Bandai Games,2015,0.02
Girl Time,THQ,2009,0.12
Girls Mode 3: Kirakira Code,Nintendo,2015,0.23
Girls Only,Foreign Media Games,2010,0.03
Girls RPG: Cinderellife,Level 5,2012,0.06
Girls und Panzer: I Will Master Tankery,Namco Bandai Games,2014,0.09
Gitaroo Man,THQ,2001,0.05
Gitaroo Man Lives!,Tecmo Koei,2006,0.03
Glacier2,Zoo Games,2009,0.04
Gladiator Begins,PQube,2010,0.12000000000000001
Gladiator: Sword of Vengeance,Acclaim Entertainment,2003,0.18000000000000002
Gladius,Activision,2003,0.41000000000000003
Global Defence Force,Essential Games,2005,0.17
Global Touring Challenge: Africa,Rage Software,2001,0.1
Gloria Union,Atlus,2011,0.03
Glory Days 2,Ghostlight,2007,0.09
Glory of Heracles,Nintendo,2008,0.29000000000000004
Glover,Atari,1999,0.15999999999999998
Glover,Hasbro Interactive,1998,0.9
Go Diego Go! Great Dinosaur Rescue,Take-Two Interactive,2008,1.07
Go Diego Go! Safari Rescue,Take-Two Interactive,2008,0.53
Go Diego Go!: Safari Rescue,Take-Two Interactive,2008,0.05
Go Go Ackman 3,Banpresto,1995,0.04
Go Play: Circus Star,Majesco Entertainment,2009,0.13
Go Play: City Sports,Majesco Entertainment,2009,0.09
Go Play: Lumberjacks,Majesco Entertainment,2009,0.19
Go Vacation,Namco Bandai Games,2011,1.65
Go! Go! Hypergrind,Atlus,2003,0.03
Go! Sudoku,Sony Computer Entertainment,2005,0.12
Go! Sudoku (JP sales),Sony Computer Entertainment,2005,0.11
"Go, Diego, Go! Safari Rescue",Take-Two Interactive,2007,0.16999999999999998
"Go, Diego, Go!: Great Dinosaur Rescue",Take-Two Interactive,2008,0.32
Goal Storm '97,Konami Digital Entertainment,1996,0.11
Goat Simulator,Koch Media,2016,0.01
Gobliiins 4,Kalypso Media,2009,0.01
Goblin Commander: Unleash the Horde,Jaleco,2003,0.26
Gochuumon wa Usagi Desu ka?? Wonderful Party!,5pb,2016,0.02
God Eater,Unknown,2010,0.72
God Eater 2,Namco Bandai Games,2013,0.69
God Eater 2: Rage Burst,Namco Bandai Games,2015,0.48
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Namco Bandai Games,2015,0.03
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Namco Bandai Games,2016,0.01
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,Namco Bandai Games,2016,0.01
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Namco Bandai Games,2016,0.01
God Eater Resurrection,Namco Bandai Games,2015,0.27
God Hand,Capcom,2006,0.07
God of War,Sony Computer Entertainment,2005,4.45
God of War Collection,Sony Computer Entertainment,2009,2.63
God of War Collection,Sony Computer Entertainment,2014,0.32
God of War II,Sony Computer Entertainment,2007,4.069999999999999
God of War III,Sony Computer Entertainment,2010,4.85
God of War III,Sony Computer Entertainment,2015,0.63
God of War Saga,Sony Computer Entertainment,2012,0.78
God of War: Ascension,Sony Computer Entertainment,2013,2.29
God of War: Chains of Olympus,Sony Computer Entertainment,2008,3.19
God of War: Ghost of Sparta,Sony Computer Entertainment,2010,1.01
God of War: Origins Collection,Sony Computer Entertainment,2011,0.55
Godai: Elemental Force,3DO,2002,0.08
Gods Eater Burst,Namco Bandai Games,2010,0.65
Godzilla (2014),Namco Bandai Games,2014,0.06999999999999999
Godzilla (2015),Namco Bandai Games,2014,0.18
Godzilla Generations,Sega,1998,0.08
Godzilla Unleashed,Atari,2007,0.16
Godzilla Unleashed: Double Smash,Atari,2007,0.12
Godzilla: Destroy All Monsters Melee,Atari,2002,0.7100000000000001
Godzilla: Domination!,Atari,2002,0.28
Godzilla: Save the Earth,Atari,2004,0.6000000000000001
Goemon's Great Adventure,Konami Digital Entertainment,1998,0.31
GoGo's Crazy Bones,GameMill Entertainment,2012,0.04
Goku Makaimura Kai,Capcom,2007,0.01
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,Konami Digital Entertainment,2009,0.01
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,Konami Digital Entertainment,2009,0.1
Gokujou Parodius,Konami Digital Entertainment,1994,0.18
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,Konami Digital Entertainment,2010,0.03
Gold and Glory: The Road to El Dorado,Ubisoft,2000,0.05
Golden Axe: Beast Rider,Sega,2008,0.66
Golden Axe: The Duel,Sega,1994,0.05
Golden Nugget 64,Electronic Arts,1998,0.09000000000000001
Golden Nugget Casino,Majesco Entertainment,2004,0.25
Golden Nugget Casino / Texas Hold 'Em Double Pack,Majesco Entertainment,2005,0.03
Golden Nugget Casino DS,Majesco Entertainment,2005,0.02
Golden Sun,Nintendo,2001,1.77
Golden Sun: Dark Dawn,Nintendo,2010,0.8500000000000001
Golden Sun: The Lost Age,Nintendo,2002,1.22
Golden Time: Vivid Memories,ASCII Media Works,2014,0.01
GoldenEye 007,Nintendo,1997,8.09
GoldenEye 007 (2010),Activision,2010,2
Goldeneye 007: Reloaded,Activision,2011,1.32
GoldenEye: Rogue Agent,Electronic Arts,2004,1.5
GoldenEye: Rogue Agent,Electronic Arts,2005,0.11
Gold's Gym: Cardio Workout,Ubisoft,2008,1.3
Gold's Gym: Cardio Workout (Others sales),Ubisoft,2008,0.32
Gold's Gym: Dance Workout,Ubisoft,2010,0.8799999999999999
Golf,Nintendo,1984,4
Golf,Nintendo,1989,2.12
Gon: BakuBakuBakuBaku Adventure,Namco Bandai Games,2012,0.02
Goodbye Deponia,Daedalic Entertainment,2013,0.06999999999999999
Goosebumps HorrorLand,Scholastic Inc.,2008,0.5800000000000001
Goosebumps: The Game,WayForward Technologies,2015,0.060000000000000005
GoPets: Vacation Island,Konami Digital Entertainment,2008,0.03
Gormiti: The Lords of Nature!,Konami Digital Entertainment,2010,0.09
Gotcha Force,Capcom,2003,0.02
GOTHA: Ismailia Seneki,Sega,1995,0.08
Gothic 3,JoWood Productions,2006,0.060000000000000005
Gothic Universe,JoWood Productions,2007,0.04
Gotouchi Kenkei DS,Spike,2006,0.03
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Namco Bandai Games,2014,0.15
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Atlus,1995,0.11
Gourmet Chef: Cook Your Way to Fame,Ubisoft,2008,0.14
G-Police,Psygnosis,1997,0.24
G-Police: Weapons of Justice,Psygnosis,1999,0.05
Grabbed by the Ghoulies,Microsoft Game Studios,2003,0.15
Gradius,Konami Digital Entertainment,1986,1.36
Gradius Collection,Konami Digital Entertainment,2006,0.06
Gradius Galaxies,Konami Digital Entertainment,2001,0.08
Gradius III and IV,Konami Digital Entertainment,2000,0.08
Gradius V,Konami Digital Entertainment,2004,0.1
Graffiti Kingdom,505 Games,2004,0.02
Gran Turismo,Sony Computer Entertainment,1997,10.95
Gran Turismo (PSP),Sony Computer Entertainment,2009,3.27
Gran Turismo 2,Sony Computer Entertainment,1999,9.489999999999998
Gran Turismo 3: A-Spec,Sony Computer Entertainment,2001,14.969999999999999
Gran Turismo 4,Sony Computer Entertainment,2004,11.649999999999999
Gran Turismo 4 Prologue,Sony Computer Entertainment,2003,1.41
Gran Turismo 5,Sony Computer Entertainment,2010,10.77
Gran Turismo 5 Prologue,Sony Computer Entertainment,2007,4.21
Gran Turismo 6,Sony Computer Entertainment,2013,3.6500000000000004
Gran Turismo Concept 2001 Tokyo,Unknown,2001,1.85
Grand Ages: Medieval,Kalypso Media,2015,0.11
Grand Kingdom,Nippon Ichi Software,2015,0.13
Grand Knights History,Marvelous Interactive,2011,0.13
Grand Prix,Activision,1981,0.48
Grand Prix Challenge,Atari,2002,0.08
Grand Prix Legends,Vivendi Games,1997,0.01
Grand Slam,Virgin Interactive,1997,0.04
Grand Slam Tennis 2,Electronic Arts,2012,0.42999999999999994
Grand Theft Auto,Take-Two Interactive,1997,2.3200000000000003
Grand Theft Auto,Take-Two Interactive,2004,0.23
Grand Theft Auto 2,Take-Two Interactive,1998,3.42
Grand Theft Auto III,Take-Two Interactive,2001,13.1
Grand Theft Auto III,Take-Two Interactive,2002,0.01
Grand Theft Auto IV,Take-Two Interactive,2008,22.489999999999995
Grand Theft Auto V,Take-Two Interactive,2013,37.769999999999996
Grand Theft Auto V,Take-Two Interactive,2014,17.07
Grand Theft Auto V,Take-Two Interactive,2015,1.08
Grand Theft Auto: Chinatown Wars,Take-Two Interactive,2009,2.4400000000000004
Grand Theft Auto: Liberty City Stories,Take-Two Interactive,2005,7.720000000000001
Grand Theft Auto: Liberty City Stories,Take-Two Interactive,2006,3.5300000000000002
"Grand Theft Auto: Mission Pack #1, London 1969",Take-Two Interactive,1998,0.11
Grand Theft Auto: San Andreas,Take-Two Interactive,2004,20.810000000000002
Grand Theft Auto: San Andreas,Take-Two Interactive,2005,2.93
Grand Theft Auto: San Andreas,Take-Two Interactive,2008,0.12
Grand Theft Auto: Vice City,Take-Two Interactive,2002,16.15
Grand Theft Auto: Vice City,Take-Two Interactive,2003,0.04
Grand Theft Auto: Vice City Stories,Take-Two Interactive,2006,5.09
Grand Theft Auto: Vice City Stories,Take-Two Interactive,2007,0.97
Grandia,ESP,1997,0.42
Grandia,Ubisoft,1999,0.25
Grandia II,Ubisoft,2000,0.2
Grandia II,Ubisoft,2002,0.29000000000000004
Grandia III,Square Enix,2005,0.49
Grandia Xtreme,Enix Corporation,2002,0.39
Gravitar,Atari,1982,0.37
Gravity Falls: Legend of the Gnome Gemulets,Ubisoft,2015,0.03
Gravity Games Bike: Street Vert Dirt,Midway Games,2002,0.1
Gravity Rush,Sony Computer Entertainment,2012,0.65
Gravity Rush Remastered,Sony Computer Entertainment,2015,0.12
Gray Matter,DTP Entertainment,2011,0.13
Grease,505 Games,2010,0.68
Grease Dance,505 Games,2011,0.23
Great Battle Full Blast,Namco Bandai Games,2012,0.04
Great Edo Blacksmith,Nippon Ichi Software,2014,0.03
Great Party Games,O-Games,2010,0.09
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,Capcom,2015,0.19
Green Day: Rock Band,MTV Games,2010,1.2
Green Lantern: Rise of the Manhunters,Warner Bros. Interactive Entertainment,2011,0.6499999999999999
Greg Hastings Paintball 2,505 Games,2010,0.13
Greg Hastings Paintball 2,Majesco Entertainment,2010,0.23
Greg Hastings' Tournament Paintball,Activision,2004,0.54
Greg Hastings' Tournament Paintball Max'd,Activision,2006,0.07
Gremlins,Atari,1983,0.45999999999999996
Gretzky NHL,Sony Computer Entertainment,2005,0.11
Gretzky NHL 06,Sony Computer Entertainment,2005,0.28
Gretzky NHL 2005,Sony Computer Entertainment,2004,0.17
Grey's Anatomy: The Video Game,Ubisoft,2009,0.12000000000000001
GRID,Codemasters,2008,1.98
GRID 2,Codemasters,2013,0.7500000000000001
GRID Autosport,Codemasters,2014,0.33
Grid Runner,Virgin Interactive,1996,0.03
GrimGrimoire,Tecmo Koei,2007,0.05
Grind Session,Sony Computer Entertainment,2000,0.44
GripShift,Ubisoft,2005,0.09
Grisaia no Kajitsu: La Fruit de la Grisaia,Prototype,2013,0.01
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,Prototype,2014,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,Prototype,2014,0.02
Grooverider: Slot Car Thunder,Encore,2003,0.02
Groovin' Blocks,Zoo Games,2009,0.01
Group S Challenge,Capcom,2003,0.02
Growlanser,Atlus,2009,0.04
Growlanser Generations,Atlus,2003,0.11
Growlanser IV: Over Reloaded,Atlus,2011,0.06
Growlanser VI: Precarious World,Atlus,2007,0.05
Growlanser: Heritage of War,Rising Star Games,2006,0.22000000000000003
Growlanser: Heritage of War (jp sales),Rising Star Games,2006,0.05
Grudge Warriors,Take-Two Interactive,1999,0.42000000000000004
G-Saviour,Sunrise Interactive,2000,0.07
GT Advance 2: Rally Racing,THQ,2001,0.11
GT Advance 3: Pro Concept Racing,THQ,2002,0.07
GT Advance Championship Racing,THQ,2001,0.33999999999999997
GT Legends,Atari,2005,0.02
GT Pro Series,Ubisoft,2006,0.53
GT64 Championship Edition,Ocean,1998,0.1
GTI Club: Supermini Festa!,Konami Digital Entertainment,2010,0.01
GTR Evolution,Atari,2008,0.03
Guardian Heroes,Sega,1995,0.29
Guardian's Crusade,Activision,1998,0.13
Gudetama: Hanjuku de Tanomuwa,Rocket Company,2015,0.03
Guess the Logos,Sega,2004,0.02
Guild 01,Level 5,2012,0.05
Guild Wars,NCSoft,2005,0.02
Guild Wars 2,NCSoft,2012,2.3
Guild Wars Trilogy,NCSoft,2005,0.04
Guild Wars: Factions,NCSoft,2006,0.01
Guild Wars: Nightfall,NCSoft,2006,0.03
Guilty Gear,Virgin Interactive,1998,0.13
Guilty Gear Dust Strikers,Majesco Entertainment,2006,0.05
Guilty Gear Isuka,505 Games,2004,0.1
Guilty Gear Judgment,Majesco Entertainment,2006,0.16
Guilty Gear X,Sammy Corporation,2001,0.13
Guilty Gear X: Advance Edition,Sammy Corporation,2002,0.06
Guilty Gear X2,Sammy Corporation,2002,0.33999999999999997
Guilty Gear X2 #Reload,Zoo Digital Publishing,2004,0.15
Guilty Gear Xrd -Revelator-,PQube,2016,0.13
Guilty Gear Xrd: Sign,Arc System Works,2014,0.33999999999999997
Guilty Gear XX Accent Core,505 Games,2007,0.03
Guilty Gear XX Accent Core,Unknown,2007,0.04
Guilty Gear XX Accent Core Plus,PQube,2008,0.15
